Position,Bill,LastName,FirstName,Role,Organization,City,State
Against,SB 2,Wehmeyer,Mackenna,Houston,TAG Houston,,
Against,SB 2,Weist,Jon,Kevin   Bexan County Commissioner Pct 3,"The City of Irving) Wolff, Kevin   Bexan County Commissioner Pct 3  (Bexan County",San Antonio,TX
Against,SB 2,Wolff,Nelson,Judge,Bexar County,San Antonio,TX
On,SB 2,Smith,Michelle,Consultant,Texas Association of School Business Officials,Austin,TX
For,SB 3,Adams,Dollie,Parent,Self,Houston,TX
For,SB 3,Armke,Sharon,Teacher,Self,Dripping Springs,TX
For,SB 3,Ayala,Caryl,Teacher,Self,Austin,TX
For,SB 3,Bejar,Rafa,Advisor,Texas Public Policy Foundation,San Antonio,TX
For,SB 3,Bodenger,Melissa,,Self,Austin,TX
For,SB 3,Buelter,Daphne,Treasurer,Self,Goliad,TX
For,SB 3,Buelter,Kenneth W.,Chairman,Homeschool/parents,Goliad,TX
For,SB 3,Butcher,Jonathan,Director,Goldwater Institute,Phoenix,AZ
For,SB 3,Carey,Callie,,also providing written testimony)  (Self,Houston,TX
For,SB 3,Castaneda,Gina,,N/A,San Antonio,TX
For,SB 3,Castaneda,Robert,,Self,San Antonio,TX
For,SB 3,Castillo,Ezzard,Director,River City Christian School,San Antonio,TX
For,SB 3,Culotta,Stanley,Emiritus,,San Antonio,TX
For,SB 3,DeAngelis,Corey A.,Fellow,University of Arkansas,Fayetteville,AR
For,SB 3,Dippel,Colleen,Director,Families Empowered,Houston,TX
For,SB 3,Duerstine,Russ,Director,Concerned Veterans For America,San Angelo,TX
For,SB 3,Dupre,Arthur,Director,ACE Scholarships,Metairie,LA
For,SB 3,Feigenbaum,Rabbi Aryeh,Rabbi,Congregation of Ohr Hatorah & Agudath Israel of America,Dallas,TX
For,SB 3,Fincher,David,President,Self; National Child Care Coalition,Mesquite,TX
For,SB 3,Finger,Jack M.,Citizen,Self,San Antonio,TX
For,SB 3,Flowers,Charles E.,Int'l.,"San Antonio in Black, White, and Brown",San Antonio,TX
For,SB 3,Frederichson,Chris,Headmaster,Upward Hope Academy,Galveston,TX
For,SB 3,Frederickson,Cathy,Director,Upward Hope Academy,Galveston,TX
For,SB 3,Gore,Deb,Mrs.,Self,Austin,TX
For,SB 3,Greener,Jerome,,N/A,Dallas,TX
For,SB 3,Greener,Patrick,,also providing written testimony)  (Self,San Antonio,TX
For,SB 3,Hettinger,Ann,Director,CPAI),Rockwall,TX
For,SB 3,Hock,Stacy,,Self,Austin,TX
For,SB 3,Hoffman,Adam,Chairman,High School Republicans of Texas,Houston,TX
For,SB 3,Hucker,Rebecca,,Self,Cedar Park,TX
For,SB 3,Jaquez,Jorge,,ACE Scholarships,Thornton,CO
For,SB 3,Jensen,Scott,Advisor,American Federation for Children,Brookfield,WI
For,SB 3,Katz,Rabbi Yisroel,Development,Torah Day School of Dallas,Dallas,TX
For,SB 3,Kisner,Helen,,Self,Austin,TX
For,SB 3,Lambert,Tim,President,TX Home School Coalition,Lubbock,TX
For,SB 3,Lennon,Robin,Co-Founder,"Kingwood TEA Party, Inc.",Kingwood,TX
For,SB 3,Lima,Jorge,Director,The LIBRE Initiative,Arlington,VA
For,SB 3,Long,Matt,,Self; Fredericksburg Tea Party,Fredericksburg,TX
For,SB 3,Mandell,Noelle,Citizen,also providing written testimony)  (Self,Houston,TX
For,SB 3,Martin,Melissa C.,Teacher,Self,Deer Park,TX
For,SB 3,McDonald,Dana,Parent,Self,Houston,TX
For,SB 3,Mendez,Ruben,Cornerstone,,,
For,SB 3,Mendoza,Roy,Citizen-USA-Texas,also providing written testimony)  (Self,San Antonio,TX
For,SB 3,Middleton,Mayes,President,Self,Wallisville,TX
For,SB 3,Moore,Jason,,Rural Texans for School Choice,Uvalde,TX
For,SB 3,Morris,Lalla V.,Operations,Families Empowered,Houston,TX
For,SB 3,Morris,Mack,Mr.,also providing written testimony)  (Self,Dallas,TX
For,SB 3,Newman,Jeremy,Director,Texas Home School Coalition,Lubbock,TX
For,SB 3,Oropeza,Favianna,,ACE Scholarships,Denver,CO
For,SB 3,Panju,Arif,Attorney,Institute for Justice,Austin,TX
For,SB 3,,,,The Justice Foundation,San Antonio,TX
For,SB 3,Rainey,Norton,President,ACE Scholarships,Parker,CO
For,SB 3,Rollins,Brooke,CEO,Texas Public Policy Foundation,Fort Worth,TX
For,SB 3,Sass,Emily,,Self,Austin,TX
For,SB 3,Schoolfield,Robert,Education,Organization,Austin,TX
For,SB 3,Servalde,Daniel,Educator,Self,Plano,TX
For,SB 3,Sheetz,Samuel,Director,Americans for Prosperity-Texas,Austin,TX
For,SB 3,Singleton,James,Dad,Self,Houston,TX
For,SB 3,Smith,Angela M.,,Self; Fredericksburg Tea Party,Fredericksburg,TX
For,SB 3,Spano,Matt,,Self,Fort Worth,TX
For,SB 3,Stivers,Allison,Mother,Self,Houston,TX
For,SB 3,,,,Fort Worth SCLC,Fort Worth,TX
For,SB 3,Venable,Peggy,,Self,Austin,TX
For,SB 3,Williams,Ruben,Cornerstone,,,
For,SB 3,Wise,Summer,Parent,also providing written testimony)  (Self,Austin,TX
For,SB 3,Yancy,Justin,President,Texas Business Leadership Council,Austin,TX
Against,SB 3,Allison,Abigail,,Self; Family,Conroe,TX
Against,SB 3,Allison,Leah,,Self,Conroe,TX
Against,SB 3,Banks,Yannis,,Texas NAACP,Austin,TX
Against,SB 3,Blackburn,Angela,Constituent,Children and family,Huffman,TX
Against,SB 3,Bussey,Faith,,Texans for Homeschool Freedom,Arlington,TX
Against,SB 3,Candelaria,Noel,President,Texas State Teachers Association,Austin,TX
Against,SB 3,Carazos-Rayna,C LeRoy,Affairs,San Antonio Hispanic Chamber of Commerce,San Antonio,TX
Against,SB 3,Clarke,Debby,Parent,also providing written testimony)  (Self,Austin,TX
Against,SB 3,Corbin,Donna,President,TCTA),Lubbock,TX
Against,SB 3,Duron,Dr. Jodi,Superintendent,,,
Against,SB 3,,,,"Elgin ISD, Bastrop ISD, McDapple ISD, Smithville ISD)",Elgin,TX
Against,SB 3,Exter,Monty,Lobbyist,ATPE,Austin,TX
Against,SB 3,Flores,Lisa,,Self; Member of Autism Society of Texas,Austin,TX
Against,SB 3,Frandsen,Barbara,,League Women Voters,Austin,TX
Against,SB 3,Gonzalez,Zechariah,,Self,Austin,TX
Against,SB 3,Greene,Erin,,also providing written testimony)  (Self,Kingwood,TX
Against,SB 3,Holbrook,Lisa,President,Texas PTA,Houston,TX
Against,SB 3,Hooks,Traci,,Self,Haslet,TX
Against,SB 3,Keeling,Tami,ISD,TASB and Victoria ISD,Victoria,TX
Against,SB 3,King,Geren,,Self,Denton,TX
Against,SB 3,King,Read,,Self,Denton,TX
Against,SB 3,Lilly,Janna,Relations,TCASE,Austin,TX
Against,SB 3,Litzinger,Amy,Specialist,Self,Austin,TX
Against,SB 3,Litzinger,Linda,Caregiver,Self; Family,Austin,TX
Against,SB 3,Luke,Charles,Coordinator,Coalition for Public Schools,Weatherford,TX
Against,SB 3,Malfaro,Louis,AFT,Texas American Federation of Teachers,Austin,TX
Against,SB 3,Moreno,Celino,Attorney,Mexican American Legal Defense and Educational Fund,San Antonio,TX
Against,SB 3,Myers,Terry,ISD,Crockett ISD,Crockett,TX
Against,SB 3,Patterson,Anne-Charlotte,Creative,Self,Austin,TX
Against,SB 3,Prior,Andy,Spokesperson,Self; Texans for Homeschool Freedom,Arlington,TX
Against,SB 3,Puente,Jaime,N/A,also providing written testimony)  (Self,Houston,TX
Against,SB 3,Reyes,Dr. Gus,Commission,Texas Baptists Christian Life Commission,Austin,TX
Against,SB 3,Reyes,Lico,Chair,LULAC TX,Arlington,TX
Against,SB 3,Russell,Ginger,Freedom,Texans For Homeschool Freedom,Magnolia,TX
Against,SB 3,Smisko,Ann,Director,Raise Your Hands Texas,Austin,TX
Against,SB 3,Stevenson,Sara,Librarian,Self; All 5 million TX public school children,Austin,TX
Against,SB 3,Suter,Maggie,Parent,Self,Austin,TX
Against,SB 3,Wells,Kathleen,Member,Texas Impact,Austin,TX
Against,SB 3,Ybarra,Velma,Chair,LULAC; HOPE Hispanics Organization for Public Ed.,San Antonio,TX
Against,SB 3,York,Ruth,,Self,Cisco,TX
Against,SB 3,Young,Audrey,ISD,Apple Springs ISD,Lufkin,TX
On,SB 3,Burke,Lindsey,Policy,The Heritage Foundation,Washington,DC
On,SB 3,Feltscher,Inez,Director,American Legislative Exchange Council,Washington,DC
On,SB 3,Henricksen,Aaron,Analyst,Legislative Budget Board,Austin,TX
On,SB 3,Hinojosa,David,Policy,IDRA,SA,TX
On,SB 3,Ladner,Matthew,Fellow,Charles Koch Institute,Phoenix,AZ
On,SB 3,Lubienski,Christopher,Professor,Self; Raise Your Hand Texas,Urbana,TX
On,SB 3,MacLaurin,Andy,Team,Legislative Budget Board,Austin,TX
On,SB 3,Peshek,Adam,Director,Foundation for Excellence in Education,Tallahassee,FL
On,SB 3,Smith,Aaron,Analyst,Reason Foundation,Houston,TX
On,SB 3,Swanson,Steve,,Self; Retired Bus. Exec. 20 yr volunteer in TX Education,Austin,TX
On,SB 3,Valenzuela,Angela,Professor,Texas Center for Education Policy-UT Austin,Austin,TX
On,SB 3,Worthington,Greg,Student,"Texas Center for Education Policy, UT-Austin",Austin,TX
For,SB 3,,,,Self,Cedar Park,TX
For,SB 3,Ahrens,Paul,Owner,Kids R Kids Learning Agency,Katy,TX
For,SB 3,Amtson,Kurt,Owner,Kids R Kids East Allen-Preschool,Allen,TX
For,SB 3,Carroll,John,Owner,Kids R Kids Learning Agency,Sugar Land,TX
For,SB 3,Ciano,Lawrence A,Party,Self; KCTTP,Boerne,TX
For,SB 3,Cloutier,Matthew,Facility,Kids 'R' Kids,Frisco,TX
For,SB 3,Corser,Meagan,,Self,Argyle,TX
For,SB 3,Covo,Amanda,,Self,Austin,TX
For,SB 3,Delgado,Bertha,President,St. Mary's Catholic School,Austin,TX
For,SB 3,Dorazio,Mark,Comm.,State Republican Executive Committee SREC,SA,TX
For,SB 3,Flores,Robert,,Texas Citizens Austin Network,Austin,TX
For,SB 3,Frederick,Wendy,Owner,Private Child Care,Cypress,TX
For,SB 3,,,,Self,Cypress,TX
For,SB 3,Gambini,Christopher,,Self,Carrollton,TX
For,SB 3,Gilbert,Mercedes,Owner,Private Child Care,Georgetown,TX
For,SB 3,Goldman,Michael R.,Outreach,Texas Conservative Coalition,Austin,TX
For,SB 3,Gutierrez,John J.,GC,Self,San Antonio,TX
For,SB 3,Hastings,Paul,Self,Self,Lago Vista,TX
For,SB 3,Hodge,Glenna,Attorney,Self,Spicewood,TX
For,SB 3,Howsley,Stephen,Analyst,Self; Texas Home School Coalition,Dallas,TX
For,SB 3,Hudgens,Nicole,Analyst,Texas Values,Austin,TX
For,SB 3,Hutson,Lonnie,,Self,Sugarland,TX
For,SB 3,Little,Anna,Analyst,Self; Texas Home School Coalition,Tyler,TX
For,SB 3,Little,Emma,Anaylst,Self; Texas Home School Coalition,Tyler,TX
For,SB 3,Long,Buddy,,Self,Austin,TX
For,SB 3,Lyons,Robert,,Self,Spring Branch,TX
For,SB 3,Moffat,Patrick E.,President,Holy Cross High School San Antonio TX,New Braunsfels,TX
For,SB 3,Moore,Audra,,Rural Texans for School Choice,Uvalde,TX
For,SB 3,Murphy,Joseph W.,,Self,Fredericksburg,TX
For,SB 3,Perry,Sharon,Owner,Kids R Kids,Katy,TX
For,SB 3,Poe,Kurt,Owner,Kids R Kids,Georgetown,TX
For,SB 3,Roberts,Dr. Kevin,President,Texas Public Policy Foundation,Austin,TX
For,SB 3,Saenz,Jonathan,President,Texas Values,Austin,TX
For,SB 3,Spraggins,Doris,,Self,Fredericksburg,TX
For,SB 3,Steinhauser,Randan,Advisor,Ed Choice,Austin,TX
For,SB 3,Wilson,Columba P.,,Self,San Antonio,TX
For,SB 3,Wood,Cecilia M.,Attorney,Self; Texas Homeschool Coalition; Center for the Preservation of American Ideals,Austin,TX
Against,SB 3,Adams,Blake,ISD,SLC) Teacher Houston ISD  (Self,Houston,TX
Against,SB 3,Albert,Dr. David,Faculty,ACC AFT,Austin,TX
Against,SB 3,Anderson,Cindy,8,Austin ISD,Austin,TX
Against,SB 3,Barhydt,Fred,ISD,Georgetown ISD,Georgetown,TX
Against,SB 3,Beck,Nancy,,Self,New Braunfels,TX
Against,SB 3,Bingham,Gary,Member,Mesquite ISD,Mesquite,TX
Against,SB 3,Bokros,Kathleen,,Self,Georgetown,TX
Against,SB 3,Bostic,Robert,Schools,Stafford Municipal School District,Stafford,TX
Against,SB 3,Camarillo,Lydia,President,Southwest Voter Registration Education Project,San Antonio,TX
Against,SB 3,Campbell,Amy,school,Self,Austin,TX
Against,SB 3,Chadwell,Charles,Trustee-RRISD,RRISD School Board,Round Rock,TX
Against,SB 3,Chapman,Bill,Superintendent,Jarrell ISD,Jarrell,TX
Against,SB 3,Claiborne,Tommy,Clinic,Self; Bluebonnet Counseling Assc.,Bastrop,TX
Against,SB 3,Cornell,Victor,Texas,American Civil Liberties Union of Texas (ACLU-TX),Austin,TX
Against,SB 3,Cowan,Julie,Trustee,AISD,Austin,TX
Against,SB 3,Craft,Renee,Mom,"My autistic son, Autism Society",Austin,TX
Against,SB 3,David,Suzi,Trustee,Round Rock ISD School Board,Round Rock,TX
Against,SB 3,Davidson,Nita,,N/A,Georgetown,TX
Against,SB 3,Davies,Will,ISD,Self,Austin,TX
Against,SB 3,,,,Texas Urban Council,Austin,TX
Against,SB 3,,,,"LULAC National Education Service Centers, INC.",Dallas,TX
Against,SB 3,Doyle,Cynthia,Elect,Texas Counseling Association,Krum,TX
Against,SB 3,Elenz,Amber,Trustee,"Austin ISD and its 84,000 students/12,000 employees",Austin,TX
Against,SB 3,Enriquez,Christopher,(LULAC,LULAC (League of United Latin American Citizens),Dallas,TX
Against,SB 3,Espey,Jennifer,Schools,Parents For Full & Fair Funding,Houston,TX
Against,SB 3,Fernandez,Vanessa,Student,LULAC,Hidalgo,TX
Against,SB 3,Fletcher,Carol,Trustees,Pflugerville ISD,Pflugerville,TX
Against,SB 3,Flores,Juan H.,,Self,San Antonio,TX
Against,SB 3,,,,Bread Fellowship of Fort Worth,Fort Worth,TX
Against,SB 3,Fox,Kim,,Texas Counseling Association,San Antonio,TX
Against,SB 3,Frandsen,Dana C.,Retired,Self,Austin,TX
Against,SB 3,Galvan,Lourdes,Women,LULAC,San Antonio,TX
Against,SB 3,Garcia,Angela,#26,,,
Against,SB 3,Garcia,Cristina,,Self,Frisco,TX
Against,SB 3,Garcia,Natalie,,Texas Counseling Association,Denton,TX
Against,SB 3,Garrett,James,Manager,Jarrell ISD/Texas Taxpayers,Waco,TX
Against,SB 3,Gauwain,Megan,University,Texas Counseling Association,San Marcos,TX
Against,SB 3,Gonzalez,Mario J.,LULAC,LULAC,San Marcos,TX
Against,SB 3,Gonzalez,Patricia,President,William C. Velasquez Institute,San Antonio,TX
Against,SB 3,Gower,Allison,Parent,Parents For Full and Fair Funding of Texas Public Schools,Houston,TX
Against,SB 3,Gregg,Brock,,Self,Austin,TX
Against,SB 3,Haenisch,Barry,Director,Texas Association of Community Schools,Austin,TX
Against,SB 3,Harrison,Emily,Analyst,Self,Austin,TX
Against,SB 3,Harrison,Valerie T.,Teacher,Self,Houston,TX
Against,SB 3,Hernandez,Linda,Leader,LULAC Austin,Austin,TX
Against,SB 3,Howe,Savannah,Student,Self,San Antonio,TX
Against,SB 3,,,,Self,Austin,TX
Against,SB 3,Jimenez,Jasmine,Student,LULAC,Houston,TX
Against,SB 3,Lara,Rene,Director,Texas AFL-CIO,Austin,TX
Against,SB 3,Lofland,K. Sue,Trustees,Jarrell ISD,Georgetown,TX
Against,SB 3,Maldonado,Emma,Teacher,Self,Houston,TX
Against,SB 3,Manuel,Carlos,(LULAC,LULAC (League of United Latin American Citizens),Dallas,TX
Against,SB 3,Martinez,Israel,N/A,Self,Austin,TX
Against,SB 3,Martinez,Louann,,Fort Worth ISD; El Paso ISD; Dallas ISD;,Austin,TX
Against,SB 3,Mathias,Dr. Jayme,Trustee,Austin ISD,Austin,TX
Against,SB 3,Maynard,Beth,,Self,Rising Star,TX
Against,SB 3,McCampbell,Andrea,,Self,San Marcos,TX
Against,SB 3,McLain,Robert,Superintendent,Channing ISD,Channing,TX
Against,SB 3,Meed,Alex A.,,N/A,Round Rock,TX
Against,SB 3,Miller,Kathy,Director,Texas Freedom Network,Austin,TX
Against,SB 3,Mineo,Sharon,,Self,Austin,TX
Against,SB 3,,,,Self,Bastrop,TX
Against,SB 3,Moreno,Mozelle,Intern,MALDEF,San Antonio,TX
Against,SB 3,Morrison,Kristi,Counselor,Texas Counseling Association,Houston,TX
Against,SB 3,Moses,Mason,Trustee,Round Rock ISD School Board,Round Rock,TX
Against,SB 3,,,,Self,Houston,TX
Against,SB 3,Motheral,Mike,Director,Small Rural School Finance Coalition,Lubbock,TX
Against,SB 3,Mott,Vernagene,President,Texas Association of School Boards Director,Pflugerville,TX
Against,SB 3,Munoz,Manuel Alejandro,President,Austin LULAC Young Adult Council #22318,Austin,TX
Against,SB 3,Nichols,Colby,Attorney,Texas Rural Education Association; Instructional Material Coordinating Assoc. of Texas,Austin,TX
Against,SB 3,Noble,Shannon,Counsel,Texas Industrial Vocational Assoc.,Austin,TX
Against,SB 3,O'Mahoney,Rachel,Counselor,Texas Counseling Association,Elgin,TX
Against,SB 3,,,,First Metropolitan Church,Houston,TX
Against,SB 3,Oliver,Matt,,Self,Austin,TX
Against,SB 3,,,,LULAC,Manor,TX
Against,SB 3,Piccola,Kyle,Officer,The Arc of Texas,Austin,TX
Against,SB 3,Polanco,Allison,QMHP-CS,Self,Austin,TX
Against,SB 3,Pounds,Brandy,,TX Counseling Assoc.,Aubrey,TX
Against,SB 3,Proctor,Carrie,Counselor,Self,Round Rock,TX
Against,SB 3,Pulte,Gregory,Parent,Self,Austin,TX
Against,SB 3,Richards,Joanne,,Self,Austin,TX
Against,SB 3,Roberson,Deborah,Counselor,"Roberson Counseling Center, PLLC dba Thriveworks",Pflugerville,TX
Against,SB 3,Rodriguez,Edith,LULAC,LULAC,Dallas,TX
Against,SB 3,Rogers,Don,,Self,Buda,TX
Against,SB 3,Rome,Christy,Director,Texas School Coalition,Austin,TX
Against,SB 3,Romero,Jesse,,Texas Association for Bilingual Education,San Antonio,TX
Against,SB 3,Rumancik,Beth,Self,Self,Austin,TX
Against,SB 3,Rumancik,Robin,Coordinator,Self,Austin,TX
Against,SB 3,Russell,Calvin   Parent,Parent,Self,Magnolia,TX
Against,SB 3,Ryan,Michelle,,Self,Elgin,TX
Against,SB 3,,,,Texas Latino Education Coalition,San Antonio,TX
Against,SB 3,Sandoval,Isabel,Teacher,Self,Houston,TX
Against,SB 3,Sesaz,Omar,LPC,Self,Missouri City,TX
Against,SB 3,Sharpe,Mary H.,contact,Friends For Civil Action,Austin,TX
Against,SB 3,Sheffield,Heather,,Self; Eanes Advocates,Austin,TX
Against,SB 3,Sikes,Chloe,Policy,TLEC-Texas Latino Education Coalition,Austin,TX
Against,SB 3,Spence,Nancy,Counselor,Self,Austin,TX
Against,SB 3,,,,Self; 3 children,Austin,TX
Against,SB 3,Teich,Ann,ISD,Self,Austin,TX
Against,SB 3,Terry,Mark,Director,Self; Texas Elementary Principals and Supervisors Association,Grapevine,TX
Against,SB 3,Torres,Lupe,Director,Texas LULAC,San Antonio,TX
Against,SB 3,Tower,Sarah,,Self; Zilker PTA,Austin,TX
Against,SB 3,Valadez,Cynthia,Elderly,Organization,Austin,TX
Against,SB 3,Vasquez,Daniel,Chair,Harris Co. Tejano Democrats,Houston,TX
Against,SB 3,Waggoner,Pam,Leander,Self,Austin,TX
Against,SB 3,Welden,Sabrina,Parent,Self; MISD,Balch Springs,TX
Against,SB 3,Willis,Jolie,Assoicates,Self,Austin,TX
Against,SB 3,Zapote,Abigail,,Self,Denton,TX
Against,SB 3,Zendejas,Alejandra,President,Self,Dallas,TX
Against,SB 3,Zollo,Margarita,Student,LULAC,Houston,TX
On,SB 3,Belew,Kara,Finance,Texas Education Agency,Austin,TX
On,SB 3,Davis,Lisa,Analyst,Texas Comptroller of Public Accounts,Austin,TX
On,SB 3,Dittmar,Chris,Division,Comptroller,Austin,TX
On,SB 3,Fernandez,Linda,Opportunities,Texas Comptroller of Public Accounts,Austin,TX
On,SB 3,Jones,Christopher,Attorney,Texas Education Agency,Austin,TX
On,SB 3,Lopez,Leo,Officer,TEA,Austin,TX
For,SB 3,Adams,Cassandra,,Self,Dripping Springs,TX
For,SB 3,Ginn,"PhD, Vance",Economist,Texas Public Policy Foundation,Austin,TX
For,SB 3,Goodsheller,Miranda,Manager,Texas Association of Business,Austin,TX
For,SB 3,Prewett,Matt,Founder,Texas Parents Union,Cedar Park,TX
For,SB 3,Sevilla,Philip,President,Texas Leadership Institute,San Antonio,TX
For,SB 3,,,,Self,Spring Branch,TX
For,SB 3,Wong,Stephen,Texas,Republican Party of Texas (RPT),Austin,TX
Against,SB 3,Anderson,David,Trustees,Arlington ISD Board of Trustees,Austin,TX
Against,SB 3,Blakely,Carla,,Self,Bastrop,TX
Against,SB 3,Carney,Dee,Associates,Texas School Alliance,Austin,TX
Against,SB 3,Filipelli,Laurie,coach,Self; Literacy Women in Action,Austin,TX
Against,SB 3,Graves,Ashlea,ISD,Houston ISD (HISD),Houston,TX
Against,SB 3,Griffith,Vive,Educator/Professor,Self,Austin,TX
Against,SB 3,Love,Julia,(ret'd),ret'd)  (Self,Mico,TX
Against,SB 3,Miyakawa,Felicia,,Self,Round Rock,TX
Against,SB 3,Pinchero,Renee,Composition,Self; Literary Women in Austin,Austin,TX
Against,SB 3,Sansom,Elizabeth,Manager,Self,Austin,TX
Against,SB 3,Smith,Michelle,Consultant,Texas Association of School Business Officials,Austin,TX
For,SB 4,Long,Matt,,Self; Fredericksburg Tea Party,,
For,SB 4,Najvar,Michael,,Self,,
For,SB 4,Openshaw,Michael,,Self,,
For,SB 4,Smith,Angela,,Self; Fredericksuburg Tea Party,,
Against,SB 4,Acosta,Julio,,Self; Faith in Texas,,
Against,SB 4,Acosta,Julio,,Self,,
Against,SB 4,Adams,Norman,,Self; Texans for Sensible Immigration Policy,,
Against,SB 4,Aguirre,Antolin,,Self,,
Against,SB 4,Almaraz,Rolando,,Equal Voice Network,,
Against,SB 4,Arevalo,Adonias,,United We Dream,,
Against,SB 4,Aronowitz,Jacob,,Self; Young Active Labor Leaders,,
Against,SB 4,Arvizu,Daisy,,Self; Border Network for Human Rights,,
Against,SB 4,Avila,Crystal,,Self; Rita,,
Against,SB 4,Avila,Gilberto,,Self; One New Creation Church,,
Against,SB 4,Ayala,Angel,,Border network for the human rights,,
Against,SB 4,Banks,Yannis,,Texas NAACP,,
Against,SB 4,Barbosa,Angela,,Self,,
Against,SB 4,Barbosa,Leysla,,Self,,
Against,SB 4,Barrera,Daniel,,Self; University Leadership Initiative,,
Against,SB 4,Batista,Liliana,,Self,,
Against,SB 4,Beardall,Bill,,Self; Equal Justice Center,,
Against,SB 4,Belman,Juan,,Self; University Leadership Initiative,,
Against,SB 4,Bernal,Jo Anne,Anne,El Paso County,,
Against,SB 4,Bocchini,Anna,,Self,,
Against,SB 4,Builta,Drake,,Self,,
