FullText,Position,Bill,LastName,FirstName,Role,Organization,City,State
"Majek, Mark (Texas Board of Nursing)",On,HB 280,Majek,Mark,,Texas Board of Nursing,,
"Maples, Mike (Department of state health services)",On,HB 280,Maples,Mike,,Department of state health services,,
"Thomas, Katherine (Texas Board of Nursing)",On,HB 280,Thomas,Katherine,,Texas Board of Nursing,,
"Alexander, Troy   Assoc. Director for Advocacy  (Texas Medical Association), Austin, TX",For,HB 280,Alexander,Troy,Assoc. Director for Advocacy,Texas Medical Association,Austin,TX
"Cates, Andrew   General Counsel  (Texas Nurses Association), Austin, TX",For,HB 280,Cates,Andrew,General Counsel,Texas Nurses Association,Austin,TX
"DeBower, Courtney    (Self; Texas EMS, Trauma & Acute Care Foundation (TETAF)), Austin, TX",For,HB 280,DeBower,Courtney,"(Self; Texas EMS, Trauma & Acute Care Foundation","Self; Texas EMS, Trauma & Acute Care Foundation (TETAF)",Austin,TX
"Finch, Dan    (Texas Medical Association), Austin, TX",For,HB 280,Finch,Dan,,Texas Medical Association,Austin,TX
"Hansch, Greg    (Self; National Alliance on Mental Illness (NAMI) Texas), Austin, TX",For,HB 280,Hansch,Greg,(Self; National Alliance on Mental Illness,Self; National Alliance on Mental Illness (NAMI) Texas,Austin,TX
"Klempner, Cindy    (Self; National Alliance on Mental Illness (NAMIh, Austin chapter), Austin, TX",For,HB 280,Klempner,Cindy,(Self; National Alliance on Mental Illness,"Self; National Alliance on Mental Illness (NAMIh, Austin chapter",Austin,TX
"Kroll, Carrie   Vice President Advocacy, Quality and Health Policy  (Texas Hospital Association), Austin, TX",For,HB 280,Kroll,Carrie,"Vice President Advocacy, Quality and Health Policy",Texas Hospital Association,Austin,TX
"Mills, Sarah   Dir. of Government Affairs  (Texas Association for Home Care and Hospice), Austin, TX",For,HB 280,Mills,Sarah,Dir. of Government Affairs,Texas Association for Home Care and Hospice,Austin,TX
"Rose, Denise    (ResCare), Austin, TX",For,HB 280,Rose,Denise,,ResCare,Austin,TX
"Wilson, Wendy    (Consortium of Texas Certified Nurse-Midwives), Austin, TX",For,HB 280,Wilson,Wendy,,Consortium of Texas Certified Nurse-Midwives,Austin,TX
"Yanas, Christine   Director of Govt. Affairs  (Methodist Healthcare Ministries of South Texas), San Antonio, TX",For,HB 280,Yanas,Christine,Director of Govt. Affairs,Methodist Healthcare Ministries of South Texas,San Antonio,TX
"Wyman, Lisa    (Department of State Health Services), Austin, TX",On,HB 280,Wyman,Lisa,,Department of State Health Services,Austin,TX
"Camp, Torie (Self; Joyful Heart Foundation)",For,HB 281,Camp,Torie,,Self; Joyful Heart Foundation,,
"Davis, Wendy (Self)",For,HB 281,Davis,Wendy,,Self,,
"Gair, Aja (SAFE)",For,HB 281,Gair,Aja,,SAFE,,
"Goldstein, Mia (Self)",For,HB 281,Goldstein,Mia,,Self,,
"Kaiser, Chris (Texas Association Against Sexual Assault)",For,HB 281,Kaiser,Chris,,Texas Association Against Sexual Assault,,
"Wood, Justin (Travis County District Attorney's Office)",For,HB 281,Wood,Justin,,Travis County District Attorney's Office,,
"Charles, Laurie (Texas A&M Health science center)",On,HB 281,Charles,Laurie,,Texas A&M Health science center,,
"Stout, Peter (Self; Houston forensic science center)",On,HB 281,Stout,Peter,,Self; Houston forensic science center,,
"Aylor, Candace (Self)",For,HB 281,Aylor,Candace,,Self,,
"Borinstein, Hetty (Self)",For,HB 281,Borinstein,Hetty,,Self,,
"Dallas, James (Self)",For,HB 281,Dallas,James,,Self,,
"Dixon, Frank (Austin Police Department)",For,HB 281,Dixon,Frank,,Austin Police Department,,
"Giardino, Vincent (Tarrant County Criminal District Attorney's Office)",For,HB 281,Giardino,Vincent,,Tarrant County Criminal District Attorney's Office,,
"Gidseg, Joey (Self; Austin Justice Coalition)",For,HB 281,Gidseg,Joey,,Self; Austin Justice Coalition,,
"Granfortuna, Laura (Self)",For,HB 281,Granfortuna,Laura,,Self,,
"Harrington, Andi (Self)",For,HB 281,Harrington,Andi,,Self,,
"Headley, Marilyn (Self)",For,HB 281,Headley,Marilyn,,Self,,
"Jacobson, Sacha (Self)",For,HB 281,Jacobson,Sacha,,Self,,
"Johnson, Shane (Self; Austin Justice Coalition)",For,HB 281,Johnson,Shane,,Self; Austin Justice Coalition,,
"Kunish, Eric (Self; National Alliance on Mental Illness Austin affiliate)",For,HB 281,Kunish,Eric,,Self; National Alliance on Mental Illness Austin affiliate,,
"Limon-Mercado, Dyana (Self)",For,HB 281,Limon-Mercado,Dyana,,Self,,
"McKim, Mark (Self)",For,HB 281,McKim,Mark,,Self,,
"Moore, Chas (Self; Austin justice coalition)",For,HB 281,Moore,Chas,,Self; Austin justice coalition,,
"Oertel, Lauren (Self)",For,HB 281,Oertel,Lauren,,Self,,
"Parkinson, Thomas (Self)",For,HB 281,Parkinson,Thomas,,Self,,
"Peek, Alexandra (Austin Justice Coalition (AJC))",For,HB 281,Peek,Alexandra,(Austin Justice Coalition,Austin Justice Coalition (AJC),,
"Peek, Alexandra (Self; Austin Justic Coalition (AJC))",For,HB 281,Peek,Alexandra,(Self; Austin Justic Coalition,Self; Austin Justic Coalition (AJC),,
"Sims, Jaynna (Self)",For,HB 281,Sims,Jaynna,,Self,,
"Thurston, James (United Ways of Texas)",For,HB 281,Thurston,James,,United Ways of Texas,,
"Weigel, Alicia (Self)",For,HB 281,Weigel,Alicia,,Self,,
"Wheeler, Julie (Travis County Commissioners Court)",For,HB 281,Wheeler,Julie,,Travis County Commissioners Court,,
"Winfield, Nakia (Self; Nasw-TX)",For,HB 281,Winfield,Nakia,,Self; Nasw-TX,,
"Grisham, CJ (Self; Open Carry Texas)",Against,HB 281,Grisham,CJ,,Self; Open Carry Texas,,
"Hearn, Skylor (Texas DPs)",On,HB 281,Hearn,Skylor,,Texas DPs,,
"Hearn, Skylor (DPS)",On,HB 281,Hearn,Skylor,,DPS,,
"Giardino, Vincent   Assistant Criminal District Attorney  (Tarrant County District Attorney's Office), Fort Worth, TX",For,HB 281,Giardino,Vincent,Assistant Criminal District Attorney,Tarrant County District Attorney's Office,Fort Worth,TX
"Houston, Joshua   General Counsel  (Texas Impact), Austin, TX",For,HB 281,Houston,Joshua,General Counsel,Texas Impact,Austin,TX
"Kaisan, Citris   Public Policy Director  (Texas Association Against Sexual Assault), Austin, TX",For,HB 281,Kaisan,Citris,Public Policy Director,Texas Association Against Sexual Assault,Austin,TX
"Moore, Chas   President  (Austin Justice Coalition), Austin, TX",For,HB 281,Moore,Chas,President,Austin Justice Coalition,Austin,TX
"Tittle, Gary   Assistant Chief of Police  (Dallas Police Department), Dallas, TX",For,HB 281,Tittle,Gary,Assistant Chief of Police,Dallas Police Department,Dallas,TX
"Wood, Justin   Assistant District Attorney  (Travis County District Attorney), Austin, TX",For,HB 281,Wood,Justin,Assistant District Attorney,Travis County District Attorney,Austin,TX
"Hearn, Skylor   Assistant Director  (Texas Department of Public Safety), Austin, TX",On,HB 281,Hearn,Skylor,Assistant Director,Texas Department of Public Safety,Austin,TX
"Lopez-Torres, Rosie (Self; Burn pits 360 Veterans Organization)",For,HB 283,Lopez-Torres,Rosie,,Self; Burn pits 360 Veterans Organization,,
"Slape, Diane (Self; Burn Pits 360)",For,HB 283,Slape,Diane,,Self; Burn Pits 360,,
"Torres, Le Roy (Self)",For,HB 283,Torres,Le Roy,Roy,Self,,
"Silva, Jose (Texas Veterans Commission, Resource witness)",On,HB 283,Silva,Jose,,"Texas Veterans Commission, Resource witness",,
"Zumbrun, Janna (Texas Dept of State Health Services)",On,HB 283,Zumbrun,Janna,,Texas Dept of State Health Services,,
"Fredriksen, Amanda (AARP)",On,HB 284,Fredriksen,Amanda,,AARP,,
"Vera, Rose (Self; Texas Assisted Living Association)",On,HB 284,Vera,Rose,,Self; Texas Assisted Living Association,,
"Jackson, Ali (Self)",For,HB 284,Jackson,Ali,,Self,,
"Green, Calvin (Texas Department of Aging and Disability Services)",On,HB 284,Green,Calvin,,Texas Department of Aging and Disability Services,,
"Kibbe, Scot (Texas Health Care Association)",On,HB 284,Kibbe,Scot,,Texas Health Care Association,,
"Meyer, Alyse (LeadingAge Texas)",On,HB 284,Meyer,Alyse,,LeadingAge Texas,,
"Green, Calvin   Director, Policy/Rules, Regulatory Services  (Department of Aging and Disability Services), Austin, TX",On,HB 284,Green,Calvin,"Director, Policy/Rules, Regulatory Services",Department of Aging and Disability Services,Austin,TX
"Hermann, Donna   Executive Director  (Self; Texas Assisted Living Assn), West Lake Hill, TX",On,HB 284,Hermann,Donna,Executive Director,Self; Texas Assisted Living Assn,West Lake Hill,TX
"Rose, Denise    (ResCare), Austin, TX",For,HB 284,Rose,Denise,,ResCare,Austin,TX
"Martinez, Diana   VP of Public Policy  (Texas Assisted Living Association), Austin, TX",On,HB 284,Martinez,Diana,VP of Public Policy,Texas Assisted Living Association,Austin,TX
"Bessent, Jean (Self; American Association of University Women)",For,HB 290,Bessent,Jean,,Self; American Association of University Women,,
"Touza-Medina, Angela-Jo (Self; YWCA Greater Austin)",For,HB 290,,,,Self; YWCA Greater Austin,,
"Touza-Medina, Angela-Jo (Self; YWCA Greater Austin)",For,HB 290,,,,Self; YWCA Greater Austin,,
"Bradley, Susan (Self; Equality Tx)",For,HB 290,Bradley,Susan,,Self; Equality Tx,,
"Castillo, Paul (Self; Lambda Legal Defense and Educastion Fund)",For,HB 290,Castillo,Paul,,Self; Lambda Legal Defense and Educastion Fund,,
"Lara, Rene (Texas AFL-CIO)",For,HB 290,Lara,Rene,,Texas AFL-CIO,,
"Medrano, Margarita (Self)",For,HB 290,Medrano,Margarita,,Self,,
"Melina Raab, Ted (Texas AFT (American Federation of Teachers))",For,HB 290,Melina Raab,Ted,(Texas AFT,Texas AFT (American Federation of Teachers),,
"O'Furey, Brad (Self; Equality Texas)",For,HB 290,O'Furey,Brad,,Self; Equality Texas,,
"Parkinson, Thomas (Self)",For,HB 290,Parkinson,Thomas,,Self,,
"Smith, Chuck (Equality Texas)",For,HB 290,Smith,Chuck,,Equality Texas,,
"Smith, Reginald (Self; Communities for Recovery)",For,HB 290,Smith,Reginald,,Self; Communities for Recovery,,
"Fisher, Jon (Associated Builders and Contractors of Texas)",Against,HB 290,Fisher,Jon,,Associated Builders and Contractors of Texas,,
"Minick, Stephen (Texas Asssociation of Business)",Against,HB 290,Minick,Stephen,,Texas Asssociation of Business,,
"Spilman, Annie (National Federation of Independent Business/Texas)",Against,HB 290,Spilman,Annie,,National Federation of Independent Business/Texas,,
"Adame Sr, Steven (Self; Castlewood Civic Club)",For,HB 294,Adame Sr,Steven,,Self; Castlewood Civic Club,,
"Boyle, Jim (Self)",For,HB 294,Boyle,Jim,,Self,,
"Esparza, Connie (Castlewood)",For,HB 294,Esparza,Connie,,Castlewood,,
"Humber, Marva (Castlewood Civic Club)",For,HB 294,Humber,Marva,,Castlewood Civic Club,,
"LeBlanc, Patrick (Self; Castlewood Subdivision)",For,HB 294,LeBlanc,Patrick,,Self; Castlewood Subdivision,,
"LeBlanc, Wanda (Self; Castlewood Subdivision)",For,HB 294,LeBlanc,Wanda,,Self; Castlewood Subdivision,,
"Schnur, Carmen (Self; Castlewood Civic Club)",For,HB 294,Schnur,Carmen,,Self; Castlewood Civic Club,,
"Bailey, Meaghan (TCEQ)",On,HB 294,Bailey,Meaghan,,TCEQ,,
"Benter, Tammy (Public Utility Commission of Texas)",On,HB 294,Benter,Tammy,,Public Utility Commission of Texas,,
"Davis, Amy (Attorney General)",On,HB 294,Davis,Amy,,Attorney General,,
"Petrick, Emily (Attorney General)",On,HB 294,Petrick,Emily,,Attorney General,,
"Robinson, Jess (TCEQ)",On,HB 294,Robinson,Jess,,TCEQ,,
"Aguilar, Leonard (Self)",For,HB 294,Aguilar,Leonard,,Self,,
"Cantu, Richard (East Aldine District)",For,HB 294,Cantu,Richard,,East Aldine District,,
"Deleon, Juan (Castlewood Civic Club)",For,HB 294,Deleon,Juan,,Castlewood Civic Club,,
"Deleon, Raquel (Self; Castlewood Subdivision)",For,HB 294,Deleon,Raquel,,Self; Castlewood Subdivision,,
"Gibson, Lee (Self; Castlewood Subdivision)",For,HB 294,Gibson,Lee,,Self; Castlewood Subdivision,,
"Herrera, Elvira (Castlewood civic club)",For,HB 294,Herrera,Elvira,,Castlewood civic club,,
"Herrera, Mallory (Castlewood civic club)",For,HB 294,Herrera,Mallory,,Castlewood civic club,,
"Munoz, Ned (Texas Association of Builders)",For,HB 294,Munoz,Ned,,Texas Association of Builders,,
"Ramon, Cipriano (Castlewood civic club)",For,HB 294,Ramon,Cipriano,,Castlewood civic club,,
"Rios, Alex (Castlewood Civic club)",For,HB 294,Rios,Alex,,Castlewood Civic club,,
"Sanches, Veronica (East Aldine Management District)",For,HB 294,Sanches,Veronica,,East Aldine Management District,,
"Schnur, Antoonio (Self; Castlewood. Civic club)",For,HB 294,Schnur,Antoonio,,Self; Castlewood. Civic club,,
"Truong, Belong (Castle Wood Civic Club)",For,HB 294,Truong,Belong,,Castle Wood Civic Club,,
"Truong, Southivone (Castle C C)",For,HB 294,Truong,Southivone,,Castle C C,,
"Heck, Jess (SouthWest Water Company)",Against,HB 294,Heck,Jess,,SouthWest Water Company,,
"Schnabel, Charlie (Self)",Against,HB 294,Schnabel,Charlie,,Self,,
"Zent, Lara (Texas Rural Water Association)",Against,HB 294,Zent,Lara,,Texas Rural Water Association,,
"Grigsby, Anthony (Attorney General)",On,HB 294,Grigsby,Anthony,,Attorney General,,
"Esparza, Connie   Aldine isd trustee & resident  (Self) , Texas, TX",For,HB 294,Esparza,Connie,Aldine isd trustee & resident,Self,Texas,TX
"Rios, Alex   Resident  (Self) , Houston texas, TX",For,HB 294,Rios,Alex,Resident,Self,Houston texas,TX
"Schnur, Carmen    (Self) , Tx, TX",For,HB 294,Schnur,Carmen,,Self,Tx,TX
"Calderon, Bill    (Self; East Aldine Management District), Houston, TX",For,HB 294,Calderon,Bill,,Self; East Aldine Management District,Houston,TX
"Patterson, TJ   Manager of Legislative Affairs  (City of Fort Worth), Fort Worth, TX",For,HB 294,Patterson,TJ,Manager of Legislative Affairs,City of Fort Worth,Fort Worth,TX
"Benter, Tammy   Water Division Director  (Public Utility Commission), Austin, TX",On,HB 294,Benter,Tammy,Water Division Director,Public Utility Commission,Austin,TX
"Davis, Amy    (Attorney General), Austin, TX",On,HB 294,Davis,Amy,,Attorney General,Austin,TX
"Pritzlaff, Craig    (Attorney General), Austin, TX",On,HB 294,Pritzlaff,Craig,,Attorney General,Austin,TX
"Allison, Jim (County Judges and Commissioners Association of Texas)",For,HB 295,Allison,Jim,,County Judges and Commissioners Association of Texas,,
"Eckstein, Deece (Travis County Commissioners Court)",For,HB 295,Eckstein,Deece,,Travis County Commissioners Court,,
"Lee, Donald (Texas Conference of Urban Counties)",For,HB 295,Lee,Donald,,Texas Conference of Urban Counties,,
"Nicholes, Laura (Texas Association of Counties)",For,HB 295,Nicholes,Laura,,Texas Association of Counties,,
"Warndof, Donna (Harris County Commissioners Court)",For,HB 295,Warndof,Donna,,Harris County Commissioners Court,,
"Barrera, Christopher (Palmview Police Dept)",For,HB 296,Barrera,Christopher,,Palmview Police Dept,,
"Uvalle, Saul (Palmview Police Dept.)",For,HB 296,Uvalle,Saul,,Palmview Police Dept.,,
"Parkinson, Thomas (Self)",For,HB 296,Parkinson,Thomas,,Self,,
"Dewitt, Cathy (Texas Association of Business)",Against,HB 296,Dewitt,Cathy,,Texas Association of Business,,
"Hardy, Ashlee (Self; COPS Concerns of Police Survivors)",For,HB 297,Hardy,Ashlee,,Self; COPS Concerns of Police Survivors,,
"Montgomery, Kyle (Magnolia Police Dept)",For,HB 297,Montgomery,Kyle,,Magnolia Police Dept,,
"Brennan, Jim (Texas Coalition of Veterans Organizations)",For,HB 297,Brennan,Jim,,Texas Coalition of Veterans Organizations,,
"Gomez, Mike (TMPA)",For,HB 297,Gomez,Mike,,TMPA,,
"Sinclair, David (Game Warden Peace Officers Association)",For,HB 297,Sinclair,David,,Game Warden Peace Officers Association,,
"Jones, Chris   Training Coordinator  (Combined Law Enforcement Associations of Texas), Austin, TX",For,HB 297,Jones,Chris,Training Coordinator,Combined Law Enforcement Associations of Texas,Austin,TX
"Landry, Mitch   Deputy Executive Director  (Texas Municipal Police Association), Austin, TX",For,HB 297,Landry,Mitch,Deputy Executive Director,Texas Municipal Police Association,Austin,TX
"Gravell, Bill (Justices of the Peace and Constables assc. Of Texas)",For,HB 298,Gravell,Bill,,Justices of the Peace and Constables assc. Of Texas,,
"Mcdaniel, Lara (Self)",For,HB 298,Mcdaniel,Lara,,Self,,
"Assawamatiyanont, Joann (Self)",For,HB 298,Assawamatiyanont,Joann,,Self,,
"Atkins, Cindy (Self)",For,HB 298,Atkins,Cindy,,Self,,
"Chamberlain, Theresa (Self)",For,HB 298,Chamberlain,Theresa,,Self,,
"Ferguson, Gina (Brazoria County Clerk)",For,HB 298,Ferguson,Gina,,Brazoria County Clerk,,
"Gutierrez, Bobby (Self; Justice of the Peace and Constables Association of Texas)",For,HB 298,Gutierrez,Bobby,,Self; Justice of the Peace and Constables Association of Texas,,
"Hudman, Joyce (Self; County and District Clers Association)",For,HB 298,Hudman,Joyce,,Self; County and District Clers Association,,
"Hudman, Paul (Self)",For,HB 298,Hudman,Paul,,Self,,
"Lopez, Carlos (Justices of the peace and constables association of texas)",For,HB 298,Lopez,Carlos,,Justices of the peace and constables association of texas,,
"Mack, Wayne (Self; JPCA)",For,HB 298,Mack,Wayne,,Self; JPCA,,
"Nelson, Roxanne (Self; Justice of the Peace and Constables Association)",For,HB 298,Nelson,Roxanne,,Self; Justice of the Peace and Constables Association,,
"Pantel, Jama (Justices of the Peace and Constables Association of Texas)",For,HB 298,Pantel,Jama,,Justices of the Peace and Constables Association of Texas,,
"Sawyer, Margaret (Self; JPCA of Texas)",For,HB 298,Sawyer,Margaret,,Self; JPCA of Texas,,
"Schiele, Andrea (Self; Justices of the Peace and Constables Association of Texas)",Against,HB 298,Schiele,Andrea,,Self; Justices of the Peace and Constables Association of Texas,,
"Dahill, John B   General Counsel  (Texas Conference of Urban Counties), Austin, TX",For,HB 298,Dahill,John B,General Counsel,Texas Conference of Urban Counties,Austin,TX
"Briscoe, Rick (Open Carry Texas)",For,HB 300,Briscoe,Rick,,Open Carry Texas,,
"Fullam, Jason (Self; Security Officers, Brotherhood)",For,HB 300,Fullam,Jason,,"Self; Security Officers, Brotherhood",,
"Gillaspy, John-Michael (Self; Texas Carry)",For,HB 300,Gillaspy,John-Michael,,Self; Texas Carry,,
"Holcomb, Terry (Self)",For,HB 300,Holcomb,Terry,,Self,,
"Tripp, Alice (Texas State Rifle Association)",For,HB 300,Tripp,Alice,,Texas State Rifle Association,,
"Allison, Abigail (Self)",For,HB 300,Allison,Abigail,,Self,,
"Allison, Leah (Self)",For,HB 300,Allison,Leah,,Self,,
"Bokros, Kathleen (Self)",For,HB 300,Bokros,Kathleen,,Self,,
"Cargill, Michael (Self; Texans For Accountable Government)",For,HB 300,Cargill,Michael,,Self; Texans For Accountable Government,,
"Hooks, Traci (Self)",For,HB 300,Hooks,Traci,,Self,,
"Jones, Chris (Combined Law Enforcement Associations of Texas (CLEAT))",For,HB 300,Jones,Chris,(Combined Law Enforcement Associations of Texas,Combined Law Enforcement Associations of Texas (CLEAT),,
"Mccorkle, Jerry (Self)",For,HB 300,Mccorkle,Jerry,,Self,,
"Mccorkle, Judith (Self)",For,HB 300,Mccorkle,Judith,,Self,,
"Pacheco, Michael (Texas Farm Bureau)",For,HB 300,Pacheco,Michael,,Texas Farm Bureau,,
"Parkinson, Thomas (Self)",For,HB 300,Parkinson,Thomas,,Self,,
"Singleton, James (Self)",For,HB 300,Singleton,James,,Self,,
"Watson, Stephen (Self)",For,HB 300,Watson,Stephen,,Self,,
"Mendoza, Elva (Self)",Against,HB 300,Mendoza,Elva,,Self,,
"Bowie, RenEarl (Texas department of public safety)",On,HB 300,Bowie,RenEarl,,Texas department of public safety,,
"Bowie, RenEarl (Texas department of public safety)",On,HB 300,Bowie,RenEarl,,Texas department of public safety,,
"Deuter, Melissa (Self; Davids Legacy Foundation)",For,HB 306,Deuter,Melissa,,Self; Davids Legacy Foundation,,
"Exter, Monty (Self)",For,HB 306,Exter,Monty,,Self,,
"Gurwitz, Jordan (Self; David's Legacy Foundation)",For,HB 306,Gurwitz,Jordan,,Self; David's Legacy Foundation,,
"Jones, Justin (Self)",For,HB 306,Jones,Justin,,Self,,
"Molak, Matt (Self)",For,HB 306,Molak,Matt,,Self,,
"Molak, Maurine (Self)",For,HB 306,Molak,Maurine,,Self,,
"Morell, Michael (Self; David's Legacy Foundation)",For,HB 306,Morell,Michael,,Self; David's Legacy Foundation,,
"Scott, Blaine (Self; David's legacy)",For,HB 306,Scott,Blaine,,Self; David's legacy,,
"Singh, Arati (Texas PTA)",For,HB 306,Singh,Arati,,Texas PTA,,
"Smaistrla, Clayton (Self)",For,HB 306,Smaistrla,Clayton,,Self,,
"Tharp, Jennifer (Self; Comal Co. Criminal District Attorney)",For,HB 306,Tharp,Jennifer,,Self; Comal Co. Criminal District Attorney,,
"Vasquez, Leo (Self; Davids legacy)",For,HB 306,Vasquez,Leo,,Self; Davids legacy,,
"Vela, Michelle (Self)",For,HB 306,Vela,Michelle,,Self,,
"Vela, Raul (Self)",For,HB 306,Vela,Raul,,Self,,
